gene_id,group
ENSG00000157240,upregulated
ENSG00000117242,upregulated
ENSG00000240770,upregulated
ENSG00000162878,upregulated
ENSG00000188613,upregulated
ENSG00000246090,upregulated
ENSG00000180730,upregulated
ENSG00000168386,upregulated
ENSG00000134297,upregulated
ENSG00000276727,upregulated
ENSG00000171476,upregulated
ENSG00000201428,upregulated
ENSG00000036448,upregulated
ENSG00000061455,upregulated
ENSG00000132016,upregulated
ENSG00000150594,upregulated
ENSG00000283566,upregulated
ENSG00000230074,upregulated
ENSG00000178852,upregulated
ENSG00000226029,upregulated
ENSG00000182021,upregulated
ENSG00000117262,upregulated
ENSG00000145331,upregulated
ENSG00000164542,upregulated
ENSG00000187601,upregulated
ENSG00000095637,upregulated
ENSG00000064225,upregulated
ENSG00000233230,upregulated
ENSG00000071082,upregulated
ENSG00000087494,upregulated
ENSG00000117519,upregulated
ENSG00000228265,upregulated
ENSG00000176134,upregulated
ENSG00000280721,upregulated
ENSG00000154122,upregulated
ENSG00000142168,upregulated
ENSG00000102996,upregulated
ENSG00000133119,upregulated
ENSG00000186416,upregulated
ENSG00000034152,upregulated
ENSG00000185838,upregulated
ENSG00000164949,upregulated
ENSG00000164309,upregulated
ENSG00000234176,upregulated
ENSG00000261051,upregulated
ENSG00000141854,upregulated
ENSG00000136960,upregulated
ENSG00000244513,upregulated
ENSG00000204220,upregulated
ENSG00000010165,upregulated
ENSG00000156482,upregulated
ENSG00000149196,upregulated
ENSG00000100591,upregulated
ENSG00000261239,upregulated
ENSG00000224687,upregulated
ENSG00000183199,upregulated
ENSG00000261341,upregulated
ENSG00000269386,upregulated
ENSG00000259683,upregulated
ENSG00000012660,upregulated
ENSG00000100625,upregulated
ENSG00000131019,upregulated
ENSG00000280417,upregulated
ENSG00000243389,upregulated
ENSG00000166922,upregulated
ENSG00000244055,upregulated
ENSG00000203965,upregulated
ENSG00000187098,upregulated
ENSG00000227082,upregulated
ENSG00000109771,upregulated
ENSG00000272335,upregulated
ENSG00000123700,upregulated
ENSG00000095739,upregulated
ENSG00000189046,upregulated
ENSG00000112335,upregulated
ENSG00000256249,upregulated
ENSG00000179331,upregulated
ENSG00000069011,upregulated
ENSG00000176170,upregulated
ENSG00000253948,upregulated
ENSG00000163026,upregulated
ENSG00000244128,upregulated
ENSG00000136267,upregulated
ENSG00000254612,upregulated
ENSG00000174749,upregulated
ENSG00000204852,upregulated
ENSG00000255874,upregulated
ENSG00000152939,upregulated
ENSG00000249087,upregulated
ENSG00000123080,upregulated
ENSG00000150991,upregulated
ENSG00000178096,upregulated
ENSG00000261251,upregulated
ENSG00000086061,upregulated
ENSG00000234817,upregulated
ENSG00000226763,upregulated
ENSG00000155011,upregulated
ENSG00000153187,upregulated
ENSG00000273010,upregulated
ENSG00000016082,upregulated
ENSG00000262358,upregulated
ENSG00000170502,upregulated
ENSG00000130766,upregulated
ENSG00000178917,upregulated
ENSG00000269946,upregulated
ENSG00000174007,upregulated
ENSG00000272831,upregulated
ENSG00000127325,upregulated
ENSG00000142192,upregulated
ENSG00000081181,upregulated
ENSG00000124225,upregulated
ENSG00000228544,upregulated
ENSG00000215146,upregulated
ENSG00000114902,upregulated
ENSG00000101844,upregulated
ENSG00000162734,upregulated
ENSG00000160908,upregulated
ENSG00000188483,upregulated
ENSG00000163472,upregulated
ENSG00000061918,upregulated
ENSG00000160199,upregulated
ENSG00000280594,upregulated
ENSG00000173598,upregulated
ENSG00000230648,upregulated
ENSG00000139793,upregulated
ENSG00000171497,upregulated
ENSG00000137801,upregulated
ENSG00000054598,upregulated
ENSG00000099251,upregulated
ENSG00000090530,upregulated
ENSG00000260966,upregulated
ENSG00000163806,upregulated
ENSG00000203811,upregulated
ENSG00000167945,upregulated
ENSG00000272077,upregulated
ENSG00000165312,upregulated
ENSG00000264107,upregulated
ENSG00000135046,upregulated
ENSG00000201654,upregulated
ENSG00000269743,upregulated
ENSG00000107968,upregulated
ENSG00000175183,upregulated
ENSG00000184557,upregulated
ENSG00000183569,upregulated
ENSG00000267345,upregulated
ENSG00000178695,upregulated
ENSG00000149273,upregulated
ENSG00000182109,upregulated
ENSG00000089163,upregulated
ENSG00000115194,upregulated
ENSG00000177144,upregulated
ENSG00000271121,upregulated
ENSG00000251201,upregulated
ENSG00000145555,upregulated
ENSG00000148634,upregulated
ENSG00000144339,upregulated
ENSG00000156381,upregulated
ENSG00000259826,upregulated
ENSG00000234773,upregulated
ENSG00000179981,upregulated
ENSG00000255769,upregulated
ENSG00000134748,upregulated
ENSG00000225151,upregulated
ENSG00000229212,upregulated
ENSG00000117114,upregulated
ENSG00000090266,upregulated
ENSG00000108107,upregulated
ENSG00000224358,upregulated
ENSG00000085871,upregulated
ENSG00000253716,upregulated
ENSG00000169083,upregulated
ENSG00000041988,upregulated
ENSG00000226002,upregulated
ENSG00000150551,upregulated
ENSG00000124786,upregulated
ENSG00000005243,upregulated
ENSG00000198945,upregulated
ENSG00000006459,upregulated
ENSG00000171451,upregulated
ENSG00000059728,upregulated
ENSG00000229043,upregulated
ENSG00000154727,upregulated
ENSG00000140941,upregulated
ENSG00000186352,upregulated
ENSG00000102385,upregulated
ENSG00000257557,upregulated
ENSG00000242802,upregulated
ENSG00000250748,upregulated
ENSG00000164603,upregulated
ENSG00000267416,upregulated
ENSG00000241170,upregulated
ENSG00000260806,upregulated
ENSG00000100600,upregulated
ENSG00000136997,upregulated
ENSG00000073803,upregulated
ENSG00000113407,upregulated
ENSG00000144445,upregulated
ENSG00000114988,upregulated
ENSG00000165416,upregulated
ENSG00000135116,upregulated
ENSG00000112320,upregulated
ENSG00000122420,upregulated
ENSG00000172339,upregulated
ENSG00000136869,upregulated
ENSG00000133401,upregulated
ENSG00000100461,upregulated
ENSG00000235904,upregulated
ENSG00000233016,upregulated
ENSG00000175170,upregulated
ENSG00000179743,upregulated
ENSG00000121903,upregulated
ENSG00000175894,upregulated
ENSG00000062194,upregulated
ENSG00000157693,upregulated
ENSG00000255559,upregulated
ENSG00000125551,upregulated
ENSG00000268412,upregulated
ENSG00000185808,upregulated
ENSG00000240935,upregulated
ENSG00000120149,upregulated
ENSG00000181788,upregulated
ENSG00000087460,upregulated
ENSG00000151148,upregulated
ENSG00000235884,upregulated
ENSG00000227398,upregulated
ENSG00000203711,upregulated
ENSG00000165490,upregulated
ENSG00000015475,upregulated
ENSG00000176700,upregulated
ENSG00000116285,upregulated
ENSG00000173334,upregulated
ENSG00000263766,upregulated
ENSG00000071575,upregulated
ENSG00000259802,upregulated
ENSG00000183281,upregulated
ENSG00000230630,upregulated
ENSG00000140534,upregulated
ENSG00000166086,upregulated
ENSG00000131016,upregulated
ENSG00000131931,upregulated
ENSG00000233654,upregulated
ENSG00000139318,upregulated
ENSG00000283674,upregulated
ENSG00000171867,upregulated
ENSG00000170234,upregulated
ENSG00000071994,upregulated
ENSG00000109738,upregulated
ENSG00000184304,upregulated
ENSG00000049130,upregulated
ENSG00000156103,upregulated
ENSG00000116260,upregulated
ENSG00000273590,upregulated
ENSG00000279516,upregulated
ENSG00000260773,upregulated
ENSG00000189298,upregulated
ENSG00000111859,upregulated
ENSG00000115998,upregulated
ENSG00000236723,upregulated
ENSG00000261098,upregulated
ENSG00000202474,upregulated
ENSG00000145545,upregulated
ENSG00000053770,upregulated
ENSG00000125430,upregulated
ENSG00000101057,upregulated
ENSG00000119669,upregulated
ENSG00000248278,upregulated
ENSG00000168209,upregulated
ENSG00000111275,upregulated
ENSG00000181029,upregulated
ENSG00000106591,upregulated
ENSG00000006118,upregulated
ENSG00000184486,upregulated
ENSG00000234456,upregulated
ENSG00000102144,upregulated
ENSG00000187091,upregulated
ENSG00000189067,upregulated
ENSG00000158006,upregulated
ENSG00000140450,upregulated
ENSG00000124217,upregulated
ENSG00000139233,upregulated
ENSG00000165072,upregulated
ENSG00000170027,upregulated
ENSG00000277693,upregulated
ENSG00000170919,upregulated
ENSG00000066422,upregulated
ENSG00000144736,upregulated
ENSG00000271394,upregulated
ENSG00000134363,upregulated
ENSG00000189190,upregulated
ENSG00000175928,upregulated
ENSG00000075089,upregulated
ENSG00000259172,upregulated
ENSG00000154124,upregulated
ENSG00000114503,upregulated
ENSG00000102287,upregulated
ENSG00000134508,upregulated
ENSG00000226121,upregulated
ENSG00000184678,upregulated
ENSG00000172428,upregulated
ENSG00000267169,upregulated
ENSG00000152242,upregulated
ENSG00000224635,upregulated
ENSG00000151552,upregulated
ENSG00000253704,upregulated
ENSG00000255135,upregulated
ENSG00000168303,upregulated
ENSG00000136816,upregulated
ENSG00000140319,upregulated
ENSG00000184677,upregulated
ENSG00000172943,upregulated
ENSG00000175155,upregulated
ENSG00000106636,upregulated
ENSG00000087074,upregulated
ENSG00000162642,upregulated
ENSG00000137872,upregulated
ENSG00000232828,upregulated
ENSG00000273329,upregulated
ENSG00000235609,upregulated
ENSG00000135604,upregulated
ENSG00000138166,upregulated
ENSG00000143036,upregulated
ENSG00000173276,upregulated
ENSG00000248489,upregulated
ENSG00000144749,upregulated
ENSG00000162623,upregulated
ENSG00000164620,upregulated
ENSG00000105993,upregulated
ENSG00000130529,upregulated
ENSG00000162745,upregulated
ENSG00000059378,upregulated
ENSG00000069431,upregulated
ENSG00000170619,upregulated
ENSG00000170365,upregulated
ENSG00000168026,upregulated
ENSG00000055044,upregulated
ENSG00000104679,upregulated
ENSG00000146267,upregulated
ENSG00000131153,upregulated
ENSG00000086619,upregulated
ENSG00000225138,upregulated
ENSG00000121039,upregulated
ENSG00000136367,upregulated
ENSG00000229852,upregulated
ENSG00000170162,upregulated
ENSG00000248008,upregulated
ENSG00000132635,upregulated
ENSG00000116096,upregulated
ENSG00000259891,upregulated
ENSG00000140015,upregulated
ENSG00000112183,upregulated
ENSG00000156804,upregulated
ENSG00000187742,upregulated
ENSG00000176261,upregulated
ENSG00000145242,upregulated
ENSG00000213903,upregulated
ENSG00000260329,upregulated
ENSG00000146733,upregulated
ENSG00000143819,upregulated
ENSG00000170903,upregulated
ENSG00000166295,upregulated
ENSG00000168994,upregulated
ENSG00000272263,upregulated
ENSG00000280145,upregulated
ENSG00000070882,upregulated
ENSG00000260236,upregulated
ENSG00000239335,upregulated
ENSG00000107789,upregulated
ENSG00000075413,upregulated
ENSG00000129255,upregulated
ENSG00000141582,upregulated
ENSG00000277142,upregulated
ENSG00000134684,upregulated
ENSG00000129028,upregulated
ENSG00000213741,upregulated
ENSG00000173113,upregulated
ENSG00000081026,upregulated
ENSG00000157110,upregulated
ENSG00000143786,upregulated
ENSG00000171889,upregulated
ENSG00000172922,upregulated
ENSG00000145390,upregulated
ENSG00000183496,upregulated
ENSG00000156467,upregulated
ENSG00000163644,upregulated
ENSG00000127993,upregulated
ENSG00000153094,upregulated
ENSG00000144034,upregulated
ENSG00000165055,upregulated
ENSG00000138678,upregulated
ENSG00000164347,upregulated
ENSG00000153487,upregulated
ENSG00000092964,upregulated
ENSG00000196455,upregulated
ENSG00000115239,upregulated
ENSG00000121454,upregulated
ENSG00000164296,upregulated
ENSG00000258704,upregulated
ENSG00000126368,upregulated
ENSG00000196083,upregulated
ENSG00000137166,upregulated
ENSG00000163803,upregulated
ENSG00000198369,upregulated
ENSG00000074527,upregulated
ENSG00000148841,upregulated
ENSG00000251493,upregulated
ENSG00000078401,upregulated
ENSG00000235530,upregulated
ENSG00000186318,upregulated
ENSG00000174151,upregulated
ENSG00000165113,upregulated
ENSG00000189223,upregulated
ENSG00000011198,upregulated
ENSG00000092203,upregulated
ENSG00000204271,upregulated
ENSG00000112414,upregulated
ENSG00000111057,upregulated
ENSG00000120742,upregulated
ENSG00000119041,upregulated
ENSG00000163874,upregulated
ENSG00000174405,upregulated
ENSG00000130772,upregulated
ENSG00000119139,upregulated
ENSG00000178409,upregulated
ENSG00000065526,upregulated
ENSG00000155096,upregulated
ENSG00000198960,upregulated
ENSG00000082438,upregulated
ENSG00000259330,upregulated
ENSG00000250317,upregulated
ENSG00000176222,upregulated
ENSG00000165030,upregulated
ENSG00000088986,upregulated
ENSG00000106025,upregulated
ENSG00000113070,upregulated
ENSG00000110768,upregulated
ENSG00000089060,upregulated
ENSG00000180626,upregulated
ENSG00000146376,upregulated
ENSG00000170606,upregulated
ENSG00000172216,upregulated
ENSG00000124228,upregulated
ENSG00000133112,upregulated
ENSG00000167272,upregulated
ENSG00000187626,upregulated
ENSG00000167034,upregulated
ENSG00000074201,upregulated
ENSG00000138621,upregulated
ENSG00000196118,upregulated
ENSG00000198060,upregulated
ENSG00000168003,upregulated
ENSG00000176994,upregulated
ENSG00000263513,upregulated
ENSG00000182185,downregulated
ENSG00000197930,downregulated
ENSG00000213949,downregulated
ENSG00000132436,downregulated
ENSG00000112787,downregulated
ENSG00000072501,downregulated
ENSG00000153130,downregulated
ENSG00000134452,downregulated
ENSG00000136052,downregulated
ENSG00000162522,downregulated
ENSG00000197958,downregulated
ENSG00000084731,downregulated
ENSG00000085719,downregulated
ENSG00000183605,downregulated
ENSG00000127445,downregulated
ENSG00000198455,downregulated
ENSG00000107443,downregulated
ENSG00000170779,downregulated
ENSG00000136720,downregulated
ENSG00000133612,downregulated
ENSG00000182481,downregulated
ENSG00000131374,downregulated
ENSG00000196636,downregulated
ENSG00000065243,downregulated
ENSG00000197360,downregulated
ENSG00000146414,downregulated
ENSG00000156172,downregulated
ENSG00000183570,downregulated
ENSG00000153767,downregulated
ENSG00000152359,downregulated
ENSG00000145526,downregulated
ENSG00000154162,downregulated
ENSG00000174373,downregulated
ENSG00000129195,downregulated
ENSG00000105778,downregulated
ENSG00000117676,downregulated
ENSG00000275405,downregulated
ENSG00000100441,downregulated
ENSG00000157500,downregulated
ENSG00000122642,downregulated
ENSG00000153930,downregulated
ENSG00000138801,downregulated
ENSG00000184226,downregulated
ENSG00000103642,downregulated
ENSG00000124177,downregulated
ENSG00000079691,downregulated
ENSG00000278637,downregulated
ENSG00000163814,downregulated
ENSG00000055163,downregulated
ENSG00000225830,downregulated
ENSG00000154914,downregulated
ENSG00000114279,downregulated
ENSG00000126822,downregulated
ENSG00000185420,downregulated
ENSG00000151422,downregulated
ENSG00000073584,downregulated
ENSG00000170776,downregulated
ENSG00000197603,downregulated
ENSG00000053747,downregulated
ENSG00000159917,downregulated
ENSG00000047188,downregulated
ENSG00000161904,downregulated
ENSG00000121297,downregulated
ENSG00000187240,downregulated
ENSG00000144455,downregulated
ENSG00000181019,downregulated
ENSG00000113448,downregulated
ENSG00000145335,downregulated
ENSG00000144645,downregulated
ENSG00000170088,downregulated
ENSG00000204406,downregulated
ENSG00000113578,downregulated
ENSG00000084774,downregulated
ENSG00000020256,downregulated
ENSG00000282924,downregulated
ENSG00000089091,downregulated
ENSG00000048392,downregulated
ENSG00000079308,downregulated
ENSG00000178904,downregulated
ENSG00000136936,downregulated
ENSG00000137547,downregulated
ENSG00000152749,downregulated
ENSG00000131269,downregulated
ENSG00000130414,downregulated
ENSG00000181744,downregulated
ENSG00000134532,downregulated
ENSG00000135905,downregulated
ENSG00000184203,downregulated
ENSG00000140848,downregulated
ENSG00000167863,downregulated
ENSG00000171608,downregulated
ENSG00000196912,downregulated
ENSG00000067113,downregulated
ENSG00000238083,downregulated
ENSG00000008083,downregulated
ENSG00000186376,downregulated
ENSG00000095951,downregulated
ENSG00000155008,downregulated
ENSG00000144560,downregulated
ENSG00000155592,downregulated
ENSG00000136830,downregulated
ENSG00000162669,downregulated
ENSG00000124783,downregulated
ENSG00000021355,downregulated
ENSG00000105953,downregulated
ENSG00000175029,downregulated
ENSG00000164687,downregulated
ENSG00000236393,downregulated
ENSG00000158528,downregulated
ENSG00000100320,downregulated
ENSG00000175471,downregulated
ENSG00000038427,downregulated
ENSG00000012232,downregulated
ENSG00000138639,downregulated
ENSG00000138430,downregulated
ENSG00000198015,downregulated
ENSG00000164930,downregulated
ENSG00000170275,downregulated
ENSG00000130224,downregulated
ENSG00000176681,downregulated
ENSG00000148154,downregulated
ENSG00000253250,downregulated
ENSG00000128335,downregulated
ENSG00000249853,downregulated
ENSG00000117691,downregulated
ENSG00000169855,downregulated
ENSG00000148175,downregulated
ENSG00000224020,downregulated
ENSG00000148842,downregulated
ENSG00000154736,downregulated
ENSG00000182287,downregulated
ENSG00000123106,downregulated
ENSG00000222041,downregulated
ENSG00000056097,downregulated
ENSG00000132846,downregulated
ENSG00000275832,downregulated
ENSG00000048471,downregulated
ENSG00000119969,downregulated
ENSG00000139304,downregulated
ENSG00000122417,downregulated
ENSG00000184903,downregulated
ENSG00000174442,downregulated
ENSG00000122778,downregulated
ENSG00000124813,downregulated
ENSG00000175395,downregulated
ENSG00000131788,downregulated
ENSG00000124243,downregulated
ENSG00000186908,downregulated
ENSG00000160062,downregulated
ENSG00000008710,downregulated
ENSG00000138685,downregulated
ENSG00000124788,downregulated
ENSG00000106617,downregulated
ENSG00000176422,downregulated
ENSG00000170522,downregulated
ENSG00000115368,downregulated
ENSG00000115652,downregulated
ENSG00000204514,downregulated
ENSG00000170871,downregulated
ENSG00000145147,downregulated
ENSG00000259295,downregulated
ENSG00000204685,downregulated
ENSG00000159388,downregulated
ENSG00000104313,downregulated
ENSG00000124570,downregulated
ENSG00000136237,downregulated
ENSG00000224905,downregulated
ENSG00000168291,downregulated
ENSG00000128908,downregulated
ENSG00000262919,downregulated
ENSG00000106948,downregulated
ENSG00000105866,downregulated
ENSG00000117228,downregulated
ENSG00000182534,downregulated
ENSG00000224186,downregulated
ENSG00000112679,downregulated
ENSG00000123240,downregulated
ENSG00000165449,downregulated
ENSG00000105662,downregulated
ENSG00000102699,downregulated
ENSG00000214113,downregulated
ENSG00000174099,downregulated
ENSG00000163655,downregulated
ENSG00000276644,downregulated
ENSG00000114098,downregulated
ENSG00000198919,downregulated
ENSG00000175305,downregulated
ENSG00000106804,downregulated
ENSG00000121211,downregulated
ENSG00000164253,downregulated
ENSG00000164989,downregulated
ENSG00000167522,downregulated
ENSG00000178966,downregulated
ENSG00000100376,downregulated
ENSG00000172888,downregulated
ENSG00000145781,downregulated
ENSG00000166130,downregulated
ENSG00000169607,downregulated
ENSG00000171044,downregulated
ENSG00000100934,downregulated
ENSG00000065534,downregulated
ENSG00000077684,downregulated
ENSG00000151150,downregulated
ENSG00000171970,downregulated
ENSG00000115295,downregulated
ENSG00000114982,downregulated
ENSG00000131089,downregulated
ENSG00000231584,downregulated
ENSG00000184828,downregulated
ENSG00000162946,downregulated
ENSG00000132478,downregulated
ENSG00000139624,downregulated
ENSG00000164236,downregulated
ENSG00000189180,downregulated
ENSG00000139625,downregulated
ENSG00000197555,downregulated
ENSG00000122705,downregulated
ENSG00000187147,downregulated
ENSG00000137124,downregulated
ENSG00000153237,downregulated
ENSG00000114423,downregulated
ENSG00000115520,downregulated
ENSG00000145362,downregulated
ENSG00000025796,downregulated
ENSG00000198756,downregulated
ENSG00000100605,downregulated
ENSG00000140859,downregulated
ENSG00000173193,downregulated
ENSG00000152926,downregulated
ENSG00000132932,downregulated
ENSG00000122557,downregulated
ENSG00000136280,downregulated
ENSG00000099956,downregulated
ENSG00000105176,downregulated
ENSG00000119912,downregulated
ENSG00000136813,downregulated
ENSG00000167996,downregulated
ENSG00000183580,downregulated
ENSG00000204790,downregulated
ENSG00000117724,downregulated
ENSG00000044459,downregulated
ENSG00000272631,downregulated
ENSG00000038382,downregulated
ENSG00000253200,downregulated
ENSG00000117569,downregulated
ENSG00000135686,downregulated
ENSG00000164674,downregulated
ENSG00000253893,downregulated
ENSG00000082458,downregulated
ENSG00000183688,downregulated
ENSG00000181873,downregulated
ENSG00000135049,downregulated
ENSG00000116128,downregulated
ENSG00000255330,downregulated
ENSG00000160194,downregulated
ENSG00000263142,downregulated
ENSG00000166689,downregulated
ENSG00000083720,downregulated
ENSG00000106348,downregulated
ENSG00000014824,downregulated
ENSG00000172164,downregulated
ENSG00000207513,downregulated
ENSG00000118217,downregulated
ENSG00000105738,downregulated
ENSG00000113657,downregulated
ENSG00000181751,downregulated
ENSG00000139354,downregulated
ENSG00000117597,downregulated
ENSG00000114544,downregulated
ENSG00000185130,downregulated
ENSG00000153066,downregulated
ENSG00000072210,downregulated
ENSG00000115548,downregulated
ENSG00000022976,downregulated
ENSG00000085365,downregulated
ENSG00000097033,downregulated
ENSG00000267561,downregulated
ENSG00000091986,downregulated
ENSG00000109618,downregulated
ENSG00000129682,downregulated
ENSG00000236204,downregulated
ENSG00000044115,downregulated
ENSG00000180229,downregulated
ENSG00000144357,downregulated
ENSG00000174891,downregulated
ENSG00000106100,downregulated
ENSG00000180773,downregulated
ENSG00000149269,downregulated
ENSG00000205629,downregulated
ENSG00000112276,downregulated
ENSG00000108679,downregulated
ENSG00000160469,downregulated
ENSG00000259732,downregulated
ENSG00000131724,downregulated
ENSG00000197860,downregulated
ENSG00000163697,downregulated
ENSG00000177239,downregulated
ENSG00000170385,downregulated
ENSG00000186073,downregulated
ENSG00000163393,downregulated
ENSG00000077232,downregulated
ENSG00000122376,downregulated
ENSG00000097046,downregulated
ENSG00000196104,downregulated
ENSG00000112294,downregulated
ENSG00000182752,downregulated
ENSG00000164073,downregulated
ENSG00000012174,downregulated
ENSG00000171132,downregulated
ENSG00000234684,downregulated
ENSG00000140548,downregulated
ENSG00000244040,downregulated
ENSG00000172985,downregulated
ENSG00000259426,downregulated
ENSG00000182606,downregulated
ENSG00000152778,downregulated
ENSG00000131149,downregulated
ENSG00000155313,downregulated
ENSG00000151092,downregulated
ENSG00000163689,downregulated
ENSG00000262202,downregulated
ENSG00000170624,downregulated
ENSG00000116852,downregulated
ENSG00000134490,downregulated
ENSG00000137656,downregulated
ENSG00000165233,downregulated
ENSG00000185585,downregulated
ENSG00000122779,downregulated
ENSG00000152217,downregulated
ENSG00000258588,downregulated
ENSG00000169891,downregulated
ENSG00000165525,downregulated
ENSG00000008952,downregulated
ENSG00000164332,downregulated
ENSG00000163104,downregulated
ENSG00000187676,downregulated
ENSG00000174501,downregulated
ENSG00000249867,downregulated
ENSG00000227195,downregulated
ENSG00000100099,downregulated
ENSG00000189007,downregulated
ENSG00000164136,downregulated
ENSG00000151773,downregulated
ENSG00000188917,downregulated
ENSG00000179588,downregulated
ENSG00000229267,downregulated
ENSG00000147419,downregulated
ENSG00000180228,downregulated
ENSG00000187498,downregulated
ENSG00000038210,downregulated
ENSG00000075420,downregulated
ENSG00000164823,downregulated
ENSG00000093217,downregulated
ENSG00000196588,downregulated
ENSG00000143674,downregulated
ENSG00000069702,downregulated
ENSG00000106049,downregulated
ENSG00000198162,downregulated
ENSG00000183098,downregulated
ENSG00000138031,downregulated
ENSG00000158715,downregulated
ENSG00000128573,downregulated
ENSG00000171105,downregulated
ENSG00000123179,downregulated
ENSG00000084444,downregulated
ENSG00000273749,downregulated
ENSG00000253619,downregulated
ENSG00000182923,downregulated
ENSG00000206560,downregulated
ENSG00000164976,downregulated
ENSG00000204272,downregulated
ENSG00000196693,downregulated
ENSG00000182771,downregulated
ENSG00000138231,downregulated
ENSG00000165512,downregulated
ENSG00000237424,downregulated
ENSG00000278588,downregulated
ENSG00000174839,downregulated
ENSG00000107959,downregulated
ENSG00000110274,downregulated
ENSG00000165029,downregulated
ENSG00000100478,downregulated
ENSG00000096060,downregulated
ENSG00000197927,downregulated
ENSG00000183576,downregulated
ENSG00000196628,downregulated
ENSG00000273768,downregulated
ENSG00000148356,downregulated
ENSG00000100767,downregulated
ENSG00000160360,downregulated
ENSG00000137075,downregulated
ENSG00000215417,downregulated
ENSG00000100234,downregulated
ENSG00000198924,downregulated
ENSG00000132294,downregulated
ENSG00000158234,downregulated
ENSG00000204186,downregulated
ENSG00000104324,downregulated
ENSG00000108557,downregulated
ENSG00000198551,downregulated
ENSG00000186684,downregulated
ENSG00000183873,downregulated
ENSG00000130052,downregulated
ENSG00000117020,downregulated
ENSG00000164330,downregulated
ENSG00000259560,downregulated
ENSG00000099889,downregulated
ENSG00000179295,downregulated
ENSG00000185722,downregulated
ENSG00000186815,downregulated
ENSG00000185238,downregulated
ENSG00000121057,downregulated
ENSG00000169554,downregulated
ENSG00000018189,downregulated
ENSG00000188352,downregulated
ENSG00000246273,downregulated
ENSG00000149256,downregulated
ENSG00000133107,downregulated
ENSG00000206149,downregulated
ENSG00000080561,downregulated
ENSG00000152689,downregulated
ENSG00000134198,downregulated
ENSG00000100504,downregulated
ENSG00000133794,downregulated
ENSG00000162599,downregulated
ENSG00000188312,downregulated
ENSG00000142188,downregulated
ENSG00000114346,downregulated
ENSG00000166949,downregulated
ENSG00000276550,downregulated
ENSG00000235733,downregulated
ENSG00000141446,downregulated
ENSG00000169933,downregulated
ENSG00000006453,downregulated
ENSG00000164465,downregulated
ENSG00000230658,downregulated
ENSG00000165959,downregulated
ENSG00000260781,downregulated
ENSG00000108039,downregulated
ENSG00000103404,downregulated
ENSG00000248079,downregulated
ENSG00000176623,downregulated
ENSG00000273270,downregulated
ENSG00000068784,downregulated
ENSG00000137831,downregulated
ENSG00000013583,downregulated
ENSG00000116874,downregulated
ENSG00000120658,downregulated
ENSG00000142227,downregulated
ENSG00000147224,downregulated
ENSG00000104320,downregulated
ENSG00000197702,downregulated
ENSG00000058085,downregulated
ENSG00000133121,downregulated
ENSG00000141646,downregulated
ENSG00000259048,downregulated
ENSG00000133805,downregulated
ENSG00000142892,downregulated
ENSG00000138696,downregulated
ENSG00000080546,downregulated
ENSG00000138613,downregulated
ENSG00000082497,downregulated
ENSG00000151413,downregulated
ENSG00000189221,downregulated
ENSG00000276170,downregulated
ENSG00000198363,downregulated
ENSG00000075239,downregulated
ENSG00000126216,downregulated
ENSG00000240498,downregulated
ENSG00000266094,downregulated
ENSG00000196151,downregulated
ENSG00000253394,downregulated
ENSG00000163947,downregulated
ENSG00000026652,downregulated
ENSG00000143164,downregulated
ENSG00000118922,downregulated
ENSG00000137710,downregulated
ENSG00000128606,downregulated
ENSG00000161395,downregulated
ENSG00000096401,downregulated
ENSG00000185261,downregulated
ENSG00000260628,downregulated
ENSG00000152642,downregulated
ENSG00000120820,downregulated
ENSG00000198910,downregulated
ENSG00000013619,downregulated
ENSG00000112699,downregulated
ENSG00000134013,downregulated
ENSG00000118596,downregulated
ENSG00000149084,downregulated
ENSG00000011454,downregulated
ENSG00000143499,downregulated
ENSG00000115561,downregulated
ENSG00000237356,downregulated
ENSG00000126016,downregulated
ENSG00000189014,downregulated
ENSG00000148541,downregulated
ENSG00000140526,downregulated
ENSG00000248905,downregulated
ENSG00000136104,downregulated
ENSG00000276710,downregulated
ENSG00000175611,downregulated
ENSG00000067798,downregulated
ENSG00000234741,downregulated
ENSG00000115306,downregulated
ENSG00000144161,downregulated
ENSG00000174945,downregulated
ENSG00000181722,downregulated
ENSG00000169126,downregulated
ENSG00000166979,downregulated
ENSG00000153898,downregulated
ENSG00000271826,downregulated
ENSG00000141510,downregulated
ENSG00000264301,downregulated
ENSG00000108061,downregulated
ENSG00000102189,downregulated
ENSG00000154319,downregulated
ENSG00000158125,downregulated
ENSG00000050165,downregulated
ENSG00000134324,downregulated
ENSG00000177917,downregulated
ENSG00000164327,downregulated
ENSG00000159263,downregulated
ENSG00000159314,downregulated
ENSG00000133243,downregulated
ENSG00000198478,downregulated
ENSG00000153157,downregulated
ENSG00000138772,downregulated
ENSG00000117151,downregulated
ENSG00000134871,downregulated
ENSG00000229358,downregulated
ENSG00000102174,downregulated
ENSG00000134717,downregulated
ENSG00000013503,downregulated
ENSG00000255864,downregulated
ENSG00000123600,downregulated
ENSG00000157212,downregulated
ENSG00000150637,downregulated
ENSG00000109586,downregulated
ENSG00000186153,downregulated
ENSG00000233452,downregulated
ENSG00000196526,downregulated
ENSG00000112992,downregulated
ENSG00000101004,downregulated
ENSG00000196839,downregulated
ENSG00000164649,downregulated
ENSG00000164574,downregulated
